"YEAR","COMMON_NAME","mean_wt_resid","se_wt_resid"
2008,"walleye pollock",-8.0081290682562e-05,0.000820948712694285
2008,"Walleye pollock (100–250 mm)",-0.0104396944094691,0.00307325218154574
2008,"yellowfin sole",-0.00700595372609229,0.00163353950927395
2009,"Alaska plaice",-0.0100485756274983,0.00172230325106761
2009,"arrowtooth flounder",0.000951530956045184,0.0010202143378192
2009,"flathead sole",-0.00954838017120668,0.00138752326507978
2009,"northern rock sole",-0.00785115875080156,0.00131967526327947
2009,"Pacific cod",-0.00396676523475559,0.000801337790425983
2009,"walleye pollock",0.00382503090397405,0.000883070555925363
2009,"Walleye pollock (100–250 mm)",-0.00890351318525904,0.00179668811071799
2009,"yellowfin sole",-0.000460790273804509,0.00160528570932981
2010,"Alaska plaice",-0.00428939827059088,0.00162955713492167
2010,"arrowtooth flounder",0.000843491899223362,0.00113001775104658
2010,"flathead sole",-0.000702210985887149,0.00153201769205733
2010,"northern rock sole",-0.00373149221203112,0.00144310256073933
2010,"Pacific cod",-0.00116052429248447,0.000825656038679294
2010,"walleye pollock",0.00827815908358488,0.000727552610508112
2010,"Walleye pollock (100–250 mm)",0.001689086226747,0.00229758627882901
2010,"yellowfin sole",0.00768559983084249,0.00148012313380996
2011,"Alaska plaice",-0.000635398792514464,0.00132348873580941
2011,"arrowtooth flounder",-0.00663133738956904,0.00185268960991043
2011,"flathead sole",8.62319756183248e-05,0.00169862981124471
2011,"northern rock sole",0.00080490848121929,0.00123414411266174
2011,"Pacific cod",-0.000400252653710712,0.000951313155761079
2011,"walleye pollock",-0.00125197830314278,0.000683624611274879
2011,"Walleye pollock (100–250 mm)",-0.00762287425564716,0.00291257639799875
2011,"yellowfin sole",0.00274393824593691,0.00169480817897805
2012,"Alaska plaice",-0.0044301304198799,0.00188005829485573
2012,"arrowtooth flounder",-0.00781889314744823,0.00130248419574613
2012,"flathead sole",-0.00268538870615259,0.00185838082057503
2012,"northern rock sole",-0.000898938754547172,0.00227064452601696
2012,"Pacific cod",-0.00575045411453395,0.000958110517041268
2012,"walleye pollock",-0.00370052867258955,0.000689896491654956
2012,"Walleye pollock (100–250 mm)",-0.0148189785344819,0.00284911039142785
2012,"yellowfin sole",0.00382799993993373,0.00159126334754261
2013,"Alaska plaice",0.00345369063301013,0.00168563423439646
2013,"flathead sole",0.001678999152999,0.00153556321085531
2013,"northern rock sole",0.00310495190708678,0.00169198582516897
2013,"Pacific cod",-0.000694951171540621,0.000781089885495128
2013,"walleye pollock",0.00220860553747951,0.000789574170221986
2013,"Walleye pollock (100–250 mm)",-0.00375135083077638,0.00178040424660873
2013,"yellowfin sole",0.00389114803106232,0.00169695065425918
2014,"Alaska plaice",0.00618004855855401,0.00194652744104374
2014,"arrowtooth flounder",0.00126843403640227,0.00230409798805655
2014,"flathead sole",0.00174882033696396,0.00128636122650757
2014,"northern rock sole",0.00452033434582574,0.00240523288688702
2014,"Pacific cod",0.000475790401939711,0.000868144051255936
2014,"walleye pollock",0.00518913332152358,0.000565874863100381
2014,"Walleye pollock (100–250 mm)",0.00966421146153023,0.00223726249791404
2014,"yellowfin sole",0.000587753217670217,0.00175686773874671
2015,"arrowtooth flounder",2.44261176522842e-05,0.00121799600027574
2015,"flathead sole",-0.000150057984269953,0.00137154781921105
2015,"northern rock sole",-0.00351264699806621,0.00252363865695473
2015,"Pacific cod",-0.00574730420087461,0.000691689356851457
2015,"walleye pollock",-0.00518990270961451,0.00065191642503093
2015,"Walleye pollock (100–250 mm)",-0.00370943113553039,0.00317015629717109
2015,"yellowfin sole",-0.00479865413419117,0.00160283980179223
2016,"Alaska plaice",0.00595994649628322,0.00163618624610825
2016,"arrowtooth flounder",-0.00440957865695455,0.00110473653046093
2016,"flathead sole",0.00345431761695398,0.00134796471514837
2016,"northern rock sole",0.00819876399800001,0.00202436209484025
2016,"Pacific cod",0.00051618989582377,0.000686178779964811
2016,"walleye pollock",-0.000115865479003399,0.000868421694050423
2016,"Walleye pollock (100–250 mm)",0.0101354143236352,0.00318269049262981
2016,"yellowfin sole",0.00430356572794567,0.00143484273157637
2017,"Alaska plaice",0.00678673043034086,0.00175278810143525
2017,"arrowtooth flounder",-0.00639662590586053,0.00127812853353121
2017,"flathead sole",-0.00278896250603563,0.00145623348307587
2017,"northern rock sole",-0.00302154435329154,0.00215722626130552
2017,"Pacific cod",-0.00466485689247139,0.000966668687848312
2017,"walleye pollock",-0.00302408349878901,0.000884048149890999
2017,"Walleye pollock (100–250 mm)",-0.00305481247502222,0.00602141539174453
2017,"yellowfin sole",-0.00622321541561976,0.0014830020572192
2018,"Alaska plaice",-0.00279361756634106,0.00187535188721218
2018,"arrowtooth flounder",-0.00477025264521432,0.00119452930575889
2018,"flathead sole",-0.0017585617706387,0.00133671836057934
2018,"northern rock sole",3.42921309888387e-05,0.00263970339053477
2018,"Pacific cod",-0.000466368010858019,0.000748589511023633
2018,"walleye pollock",-0.00425566983845389,0.000942535016968657
2018,"Walleye pollock (100–250 mm)",-0.00278686389044082,0.00626732333754166
2018,"yellowfin sole",-0.00637696793119232,0.00170725588374814
2019,"Alaska plaice",0.00375250159356065,0.00180473102034763
2019,"arrowtooth flounder",0.0104784172761619,0.00110231611299829
2019,"flathead sole",0.000264545703974695,0.00121169175788804
2019,"northern rock sole",0.00613150994283681,0.00238897795693803
2019,"Pacific cod",-0.000212350299587288,0.000769219558806456
2019,"walleye pollock",0.00371546248040501,0.000673044249474862
2019,"Walleye pollock (100–250 mm)",0.00201329739222148,0.00478274366795941
2019,"yellowfin sole",0.00499117631638623,0.00171466060725722
